col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
169312, 2024 방산혁신 제품 완성도 제고지원 사업 모집공고,기술개발(R&amp;D),경상남도,"대학생, 일반인, 대학, 일반기업, 1인 창조기업",전체,2024-04-30 ~ 2024-11-30 00:00,3년미만,(재)창원산업진흥원,공공기관,창업인재양성팀,창원산업진흥원 공고 제2024-70호,"창원시 방위·항공산업 창업 활성화를 위한 「2024 방산혁신 제품 완성도 제고지원 (기술특허이전) 지원사업」 수혜기업 모집 계획을 아래와 같이 공고하오니, 관내 방위·항공부품 창업기업의 많은 관심과 참여 바랍니다.",2024년 5월 28일,(재)창원산업진흥원,2024.04.30(화) 09:00 ~ 2024.11.30(토) 00:00 까지,,,,,,경남 소재 방산관련 3년미만 창업기업 및 진출예정 기업,"※ 사업장이 경남에 있고 혁신기술 기반 제품 및 부품을 제작하는 업체, 혹은 제작 예정인 업체에 한함 (제출된 사업계획서를 기준)
※ 예비 창업자의 경우 사업기간 내 사업자등록증 발급 필수
※ 제외대상 : 휴.폐업 중인 기업 또는 세금 체납 중인 기업 등"
169314,Cobot과 AGV를 활용한 자동화 구축체험 해커톤,시설ㆍ공간ㆍ보육,경기도,전체,전체,2024-05-29 ~ 2024-06-24 23:59,전체,차세대융합기술연구원,공공기관,연구전략팀 메이커스페이스 전문랩,,차세대융합기술연구원 경기스케일팩토리에서 2024년 Cobot과 AGV를 활용한 자동화 구축체험 해커톤을 개최하오니 많은 관심과 참여 바랍니다.,2024년 5월 28일,차세대융합기술연구원 / 아이메이커베이스코리아,2024.05.29(수) 00:00 ~ 2024.06.24(월) 23:59 까지,,,,https://aictms.or.kr/core/?cid=65&amp;role=programevview&amp;pSeq=4011&amp;tab=,,코봇과 AGV에 관심이 있는 대학(원)생 및 일반인,
169255,2024년 판교 경기문화창조허브  스타트업오피스 입주기업(15기) 2차 모집 공고,시설ㆍ공간ㆍ보육,경기도,전체,전체,2024-05-17 ~ 2024-06-07 15:00,7년미만,경기콘텐츠진흥원,공공기관,남부권역센터,2024년-1730,"경기콘텐츠진흥원이 운영하는 판교 경기문화창조허브에서
경기도 내 전도 유망한 콘텐츠 스타트업 보육 및 육성을 위하여
입주 기업을 모집 하오니, 희망 기업의 많은 관심과 지원 바랍니다.",2024년 5월 17일,경기콘텐츠진흥원,2024.05.17(금) 18:00 ~ 2024.06.07(금) 15:00 까지,,,,www.gcon.or.kr/gcon/reserve/programUser/view.do?progrmUnqNo=PRO0002865&amp;menuNo=200050&amp;pageIndex=1,,"1. 독립형 / 개방형(4인실)
  - 모집 공고일 기준 창업 7년 이내 기업
  - 법인/개인사업자(휴업 중인 기업 지원불가)
  - 예비창업자 지원 불가

2. 개방형(지정석)
  - 모집 공고일 기준 창업 7년 이내 기업
  - 법인/개인사업자(휴업중인 기업 지원불가)
  - 예비창업자 지원 가능",독립형 / 개방형(4인실)의 경우 예비창업자 지원 불가
169155,2024년 갤러리아 아름드리숍 입점품평회 참가기업 모집,판로ㆍ해외진출,전국,"대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-05-20 ~ 2024-06-05 18:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",충남창조경제혁신센터,공공기관,로컬창업팀,공고 제2024-49호,"(재)충남창조경제혁신센터는  갤러리아 백화점 아름드리숍 신규 상품 발굴을 위한 「2024 갤러리아 아름드리숍 운영사업」 의 입점 품평회 희망기업을 다음과 같이 모집합니다.

",2024년 5월 13일,(재)충남창조경제혁신센터,2024.05.20(월) 00:00 ~ 2024.06.05(수) 18:00 까지,충남 아산시 배방읍 희망로 100&#40;천안아산역사&#41; 2층 충남창조경제혁신센터&#41;,충남 아산시 배방읍 희망로 100&#40;천안아산역사&#41; 2층 충남창조경제혁신센터&#41;,,,,"전국 로컬크리에이터 중 로컬푸드 기업 및 농식품 제조/가공 식품기업
* 장애인 또는 사회적기업(협동조합) 등 참가시 우대 지원",아름드리숍 특성 상 냉동식품 및 주류 지원 불가
169320,D. 마켓 DAY [소비자 반응조사] 프로그램 참여기업 모집공고(경북대학교 창업지원단),사업화,전국,일반기업,전체,2024-05-28 ~ 2024-06-03 10:00,3년미만,경북대학교 창업지원단,교육기관,창업지원단,,"경북대학교 창업지원단에서는 2024년 초기창업패키지 선정기업의 사업수행 초기에 창업 아이템의 시장성 검증을 위해 소비자 반응조사 프로그램을 운영하오니 기업들의 많은 참여 바랍니다. 
지원대상은 2024년 초기창업패키지 선정기업만 가능합니다. 
",2024년 5월 28일,경북대학교 창업지원단,2024.05.28(화) 00:00 ~ 2024.06.03(월) 10:00 까지,,,,,,2024년 초기창업패키지 선정기업 ,
169311,[2024년 창업중심대학] 한남대학교 지식재산권 캠프 개최,사업화,대전광역시,전체,전체,2024-05-28 ~ 2024-06-19 23:59,전체,한남대학교,교육기관,창업지원단,공고2024-001호,"한남대학교에서는 대학의 역량을 활용하여 예비 창업자의 기업가정신 촉진, 창업기업의 역량 강화를 위한 성장 프로그램 등 제공하는 2024년 창업중심대학을 운영하고 있습니다.

지역 내 창업을 활성화하고, 창업 전문인력을 양성하기 위해, '2024년 창업중심대학 한남대학교 지식재산권 캠프'를 개최합니다. 

지식재산권은 창업기업을 운영하는데에 기업을 보호하고 운영하는데에  필요한 부분이오니, 많은 신청바랍니다.",2024년 5월 28일,한남대학교 창업지원단,2024.05.28(화) 12:00 ~ 2024.06.19(수) 23:59 까지,,,,https://forms.gle/xRgyrBEpLK8XZRx68,,지식재산권에 관심 있는 대한민국 국민 누구나,
169239,마포비즈니스센터 신규입주기업 모집,시설ㆍ공간ㆍ보육,서울특별시,일반기업,전체,2024-05-27 ~ 2024-06-09 23:59,"예비창업자, 1년미만, 2년미만, 3년미만",마포비즈플라자지원센터,지자체,마포비즈니스센터,,마포비즈니센터 입주기업 모집을 아래와 같이 진행하오니 입주를 희망하는 (예비)창업자는 안내 따라 신청하기 바랍니다.,2024년 5월 27일,마포비즈니스센터,2024.05.27(월) 10:00 ~ 2024.06.09(일) 23:59 까지,,,,,,"- 예비창업자 또는 창업 후 3년 이내인 기업 / 개업연월일 기준
※ 예비창업자의 경우 3개월 이내 창업 필수(사업자등록증 제출)
- 사업목적과 아이템이 ‘첨단기술 및 제품의 범위’에 속하는 예비창업자 또는 창업 3년 미만인 기업(입주신청일 기준)
- 정부지원 타 보육센터 입주경험이 없는 자(지방 창업보육센터 입주기업 제외)","	
타 창업보육센터에서 퇴거 조치 당한 기업은 신청 불가"
169316,2024년 영산대 중장년 기술창업센터 입주기업 모집,시설ㆍ공간ㆍ보육,경상남도,"일반인, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-05-29 ~ 2024-06-28 23:59,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",영산대학교산학협력단,교육기관,영산대중장년기술창업센터,,"중소벤처기업부에서 지원하고 영산대학교 산학협력단에서 운영하는 영산대중장년기술창업센터에서 우수한 기술과 참신한 아이디어를 보유한 창업자 및 예비창업자를모집하오니,
기술창업에 도전 중이시거나, 창업교육에 관심있는 분들의 많은 신청 바랍니다.",2024년 5월 28일,영산대 중장년 기술창업센터장,2024.05.29(수) 09:00 ~ 2024.06.28(금) 23:59 까지,,,,,,"1.  공고일 기준 만 40세 이상, 창업 3년 이내의 (예비)창업자 (※ 총 모집기업의 60%이상)
2.  연령 무관, 창업 7년 이내의 창업자 (※ 총 모집기업의 40%이하)
3.  외국인의 경우, 만료일자가 입주기간을 초과하지 않는 외국인등록증을 보유하거나, 재외국민 국내거소신고증 또는 외국국적동포 국내거소신고증을 보유하고 있는 경우, 장기체류자격취득자
","• 숙박업, 자영업, 유흥업 등 단순 일반 서비스 및 업종
• 중소기업창업지원법에 따라 창업에서 제외되는 업종
• 국가 및 지방자치단체가 운영하는 사업 및 1인창조기업 관련 지원을 받고 있는 자
• 금융기관 등의 채무불이행 및 국세 또는 지방세 등 세금 체납자"
169323,2024년 삼육대학교 창업보육센터 입주기업 모집 공고,시설ㆍ공간ㆍ보육,서울특별시,"일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-05-29 ~ 2024-06-06 23:59,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만",삼육대학교산학협력단,교육기관,창업보육센터,삼육대학교 창업보육센터 2024-06,삼육대학교 창업보육센터에서 2024년도 신규 입주 기업 모집을 실시하오니 많은 관심과 지원 하여주시기 바랍니다.,2024년 5월 29일,삼육대학교 창업보육센터,2024.05.29(수) 00:00 ~ 2024.06.06(목) 23:59 까지,,,,,,"가. 예비창업자 또는 창업 7년 이내 기업
나. 입주 후 주사업장을 우리대학교의 창업보육센터로 이전(주소이전)","- 사법기관으로부터 기소중지 중이거나 금융기관으로부터 불량거래자로 규제중인 자
- 폐수, 소음, 진동 등 공해 다발업종
- 동일 업태, 업종의 창업 3년 이상의 기존 사업자를 보유하고 있는 자
- 연구소⦁지사로써 창업보육센터에 위치하려는 기업
- 일반 소상공업종
- 서울시 등 창업지원 시설에서 문제가 있어 퇴거 조치 된 기업
- 기타 규정상 규제 사항의 위배 등으로 적정하지 아니하다고 판단되는 기업"
169304,2024년 특허(IP)출원/등록이 급히 필요한 기업을 모집합니다 (특허 명세서 1건 무료 작성 지원),멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-05-27 ~ 2024-05-31 23:59,전체,법무법인(유)로고스,민간,지식재산권 출원센터,공고 제2024-6호,"2024년 특허(IP)출원/등록이 급히 필요한 기업을 위하여 다음과 같이 세미나를 개최하오니 참여를 희망하는 분은 안내에 따라 신청하시기 바랍니다.
",2024년 5월 27일,법무법인(유)로고스 지식재산권 출원센터,2024.05.27(월) 00:00 ~ 2024.05.31(금) 23:59 까지,,,,https://forms.gle/uJqFeyYaCBnzQn7G9,,"2024년 특허(IP)출원/등록이 급히 필요한 기업 (상표, 디자인 포함)
",없음
169327,2024 경기도 ICT Product 시험인증 지원 모집공고 ,시설ㆍ공간ㆍ보육,경기도,전체,전체,2024-05-29 ~ 2024-06-10 17:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",차세대융합기술연구원,공공기관,연구전략팀 메이커스페이스 전문랩 ,,차세대융합기술연구원의 ‘메이커스페이스 활성화 지원사업’으로 국내외 시험인증 큐레이션을 통하여 기술개발 및 성공적인 시장 안착을 위해 『ICT-AI 기반 제조 분야 시제품 시험인증지원사업』을 추진 하오니 도내 중소기업 및 (예비)창업자의 적극적인 관심과 많은 참여 바랍니다. ,2024년 5월 29일,차세대융합기술연구원 ,2024.05.29(수) 00:00 ~ 2024.06.10(월) 17:00 까지,,,,https://aictms.or.kr/core/?cid=65&amp;role=programevview&amp;pSeq=4010&amp;tab=,,경기도 내 ICT 제조 분야 (예비)창업자 또는 창업 7년 이내의 중소기업 ,
169065,2024 삼성물산 Future Scape,사업화,전국,"일반인, 대학, 연구기관, 일반기업, 1인 창조기업",전체,2024-05-17 ~ 2024-06-01 00:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",서울경제진흥원,공공기관,창업지원팀,,"미래 산업을 위한 기술 스타트업 발굴을 위해 삼성물산, 서울경제진흥원, 엔피프틴파트너스가 함께하는 오픈이노베이션 프로그램을 개최합니다.",2024년 5월 17일,(재)서울경제진흥원,2024.05.17(금) 09:00 ~ 2024.06.01(토) 00:00 까지,,,,https://www.futurescape.kr/,,모집분야의 기술을 보유한 Series-A 이하 스타트업,
169291,충북『글로벌(G)테크벤처센터(BI) 』 입주기업 모집,시설ㆍ공간ㆍ보육,충청북도,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업",전체,2024-06-01 ~ 2024-06-30 18:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",충북대학교,교육기관,글로벌테크벤처센터,G테크벤처센터 2024-06호,"국립거점대학 충북대학교와 충북중소벤처기업청에서는 지역 유망 중소․벤처기업의 발굴 육성을 통해 지역경제 활성화 기여 및 고용창출을 선도하기 위하여 글로벌테크벤처센터(POST-BI)에 입주 할, 우수한 기술력과 사업 역량을 가진 유망 벤처기업 및 신기술 창업자를 아래와 같이 모집 공고합니다.",2024년 6월 1일,충북대학교 글로벌(G)테크벤처센터,2024.06.01(토) 09:00 ~ 2024.06.30(일) 18:00 까지,&#40;28420&#41; 충북 청주시 흥덕구 가로수로 1251 &#40;복대동&#41; 충북대학교 G테크벤처센터 107호,&#40;28420&#41; 충북 청주시 흥덕구 가로수로 1251 &#40;복대동&#41; 충북대학교 G테크벤처센터 107호,,,,"- (예비창업자) 2개월내 창업 가능한 예비창업자
- (창업자) 창업후 7년이 경과 되지 않은 기업 (창업일자기준)
- 본사 or 연구소 or 지점 입주 [*입주 후 2개월 이내 (본사 or 연구소 or 지점)주소지 변경 가능한 사업자]
- 우대 가점 기업: 여성기업, 사회적기업, 협동조합, 장애인기업, 내일채움공제가입기업, 창조경제혁신센터 및 청년창업사관학교 학생창업기업 등 우대
",
169315,"구글 스타트업 캠퍼스와 함께하는 스타트업 스쿨 부산 네트워킹: 개발자 세션 (with 부산창조경제혁신센터 W-DAY, InBUGs)",행사ㆍ네트워크,부산광역시,전체,전체,2024-05-28 ~ 2024-06-02 23:59,전체,머스트액셀러레이터,민간,AC팀,,"구글 스타트업 캠퍼스, 부산시,  머스트액셀러레이터, 부산창조경제혁신센터, 인벅스와 함께 하는 [스타트업 스쿨 부산_네트워킹]  참여기업 신청을 다음과 같이 공고하오니 참여를 희망하는 참여자는 안내에 따라 신청하기 바랍니다.",2024년 5월 28일,(주)머스트액셀러레이터,2024.05.28(화) 00:00 ~ 2024.06.02(일) 23:59 까지,,,,https://forms.gle/cw7TTH415XGUeD347,,"개발자, 스타트업 대표 및 임직원, 스타트업 관계자",
169310, 제9회 소상공인 쇼케이스데이 피칭경진대회 참가자 모집,행사ㆍ네트워크,전국,전체,전체,2024-05-28 ~ 2024-06-07 23:59,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",중소상공인희망재단,민간,기금협력사업부,,중소상공인희망재단과 IBK행복자눔재단에서 전국의 잠재력 있는 창의·혁신의 (예비)소상공인을 발굴하고 맞춤형 성장프로그램을 통해 소상공인의 자립·자생력을 강화하는 우수 소상공인 피칭경진대회「제9회 소상공인 쇼케이스데이」를 아래와 같이 개최하오니 참여를 희망하는 소상공인의 많은 지원 바랍니다.,2024년 5월 28일,중소상공인희망재단,2024.05.28(화) 09:30 ~ 2024.06.07(금) 23:59 까지,,,,https://www.heemangfdn.or.kr/layout/res/home.php?go=page1.3,,"자생형: 우수한 자사 제품과 혁신적 아이디어를 보유하고 있는 창업 7년 이내의 소상공인
자립형: 우수한 아이디어를 보유하고 있는 소상공인 사업자를 준비중인 예비 소상공인*
*예비 소상공인은 공고일 기준 지원자 명의의 사업자 등록이 없는 자","·소상공인 쇼케이스데이 1~8회 수상기업
·타인의 특허, 실용신안 등 지식재산권을 침해하거나 침해할 우려가 있는 사업
·「중소기업창업 지원법」시행령 제4조에 따라 창업에서 제외되는 업종과 사행성 및 환경오염 유발 등 반사회적 성격의 사업"
169329,[서울과학기술대학교] 소싱 디렉팅 및 제품개발 연계 프로그램 참가자 모집,시설ㆍ공간ㆍ보육,전국,전체,전체,2024-05-29 ~ 2024-06-09 23:59,"예비창업자, 7년미만",서울과학기술대학교,교육기관,메이커스페이스구축운영사업센터,," 2024년 메이커스페이스 구축·운영 사업 소싱 디렉팅 및 제품개발 연계 프로그램 참여자를 다음과 같이 모집하오니, 예비창업자 및 창업기업의 많은 참여 바랍니다.",2024년 5월 28일,서울과학기술대학교 메이커스페이스구축운영사업센터,2024.05.29(수) 00:00 ~ 2024.06.09(일) 23:59 까지,,,,,,"  ○ 소싱 디렉팅 및 제품개발 연계 프로그램에 모두 참여가 가능한 자 10팀 내외

  ○ 사업자등록 소재지가 서울·경기 북부* 이내인 예비창업자** 및 창업기업***
    * 경기북부: 한강 이북의 가평군, 고양시, 구리시, 남양주시, 동두천시, 양주시, 연천군, 의정부시, 파주시, 포천시
    ** 본인 명의 사업자등록이 없으나 지원 기간 내 사업자등록이 가능한 자 (∼ 2024. 9. 30.)
    *** 공고일 기준 업력 7년 미만의 기업 (2017년 5월 29일 이후 개인사업자는 사업자등록일, 법인사업자는 법인설립등기일 기준)

  ○ 단, 우리 대학 2024년 메이커스페이스 프로그램* 기 참여자는 사업자등록소재지 상관 없이 지원 가능
    * 제조창업 네트워킹 데이(2024. 5. 8. 진행), 상품성 진단(2024. 5. 16. 합격자 발표)","  타 기관 사업화 자금 사업 중복 수혜 불가, 신청제외대상【별지 1】참고"
169337,스타트업 해외전시회 SWITCH 2024 참가기업 모집공고,글로벌,전국,전체,전체,2024-05-29 ~ 2024-06-13 16:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",창업진흥원,공공기관,글로벌협력팀,중소벤처기업부 공고 제2024-345호,글로벌 진출을 희망하는 창업기업을 지원하기 위한 SWITCH 2024 K-Startup관 참가기업 모집계획을 다음과 같이 공고합니다.,2024년 5월 29일,중소벤처기업부,2024.05.29(수) 17:00 ~ 2024.06.13(목) 16:00 까지,,,,https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO0101M01?pbancId=0586401,,업력 7년 이내 창업기업(신산업 10년 이내),공고문 '3.신청 자격 및 제외대상 참고'
169330,2024 게임 상용화 지원 2차 모집,글로벌,경기도,일반기업,전체,2024-05-20 ~ 2024-06-13 17:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",경기콘텐츠진흥원,공공기관,게임산업팀,제 2024-027호,"경기콘텐츠진흥원에서 글로벌 게임시장에 진출하고자 하는
경기도 내 게임 개발사의 성공적인 셀프 퍼블리싱(직접 진출)을 지원합니다.
“2024년도 게임 상용화 지원 사업”을 다음과 같이 공고하니, 관련 게임 개발사의 많은 참여바랍니다.",2024년 5월 29일,경기콘텐츠진흥원,2024.05.20(월) 09:00 ~ 2024.06.13(목) 17:00 까지,,,,https://gnext.or.kr/?page_id=2336&amp;board_name=support&amp;mode=view&amp;search_field=fn_title&amp;order_by=fn_pid&amp;order_type=desc&amp;board_page=1&amp;page_id=2336&amp;list_type=list&amp;board_pid=164,,해외 직접 진출을 희망하는 경기도 게임 개발사 4개사,
169331,2024년 G-IN Next Level 7기」 프로그램 참여기업 모집 공고,사업화,광주광역시,일반기업,"만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-05-09 ~ 2024-06-05 18:00,7년미만,광주창조경제혁신센터,공공기관,TIPS투자팀,공고 제 2024-34 호,(재)광주창조경제혁신센터는 광주광역시와 광주투자액셀러레이팅 프로그램을 운영하고 있습니다. 이와 관련하여 「 2024 년 G-IN Next Level 6 기 」를 선정하여 고성장 가능성이 있는 스타트업을 지속 성장할 수 있도록 액셀러레이팅 프로그램을 제공하자고 하오니 성공적인 창업을 희망하는 창업기업의 많은 신청 바랍니다.,2024년 5월 9일,(재)광주창조경제혁신센터,2024.05.09(목) 12:00 ~ 2024.06.05(수) 18:00 까지,,,,,,"	
① 광주광역시 본점 소재, 본점 이전, 지사/공장설립 또는 예정기업
② 창업 7년 이내 창업자 : 직전 연도 매출액이 20억원 미만
③ 디딤돌과제 및 TIPS 추천을 위한 R&;D 역량 보유 창업기업
④ 초기 투자유치(시드 ~ 프리A 단계) 희망 스타트업",
169325,2024년 S-유니콘 기업 육성 프로그램 참여기업 모집공고,멘토링ㆍ컨설팅ㆍ교육,전국,"일반기업, 1인 창조기업",전체,2024-05-28 ~ 2024-06-14 14:00,전체,한국인터넷진흥원,공공기관,보안산업진흥팀,,"한국인터넷진흥원 아마존웹서비스 코리아와 함께 국내 AI 보안 유망기업을 대상으로 클라우드 역량강화, 글로벌 시장진출 지원을 통해 
국내 제 1호 사이버보안 유니콘 기업을 육성하고자 '2024년 S-유니콘 기업 육성 프로그램'을 준비하고 있습니다.
이에 본 프로그램 참여기업을 모집하고자 하오니 글로벌 시장진출을 희망하는 국내 유망한 보안기업들의 많은 관심과 참여 바랍니다.
",2024년 5월 28일,한국인터넷진흥원,2024.05.28(화) 14:00 ~ 2024.06.14(금) 14:00 까지,,,,,,"KISA &; AWS의 클라우드 기술·사업화 멘토링, AWS 마켓플레이스 등록 등의 지원을 통해 글로벌 시장진출을 희망하는 국내 보안기업","1) 본 프로그램 지원을 통해 고도화·사업화할 솔루션이 AWS 마켓플레이스에 등록되어 있는 경우
2) KISA의 2024년도 'AI 보안 시제품 개발 지원사업', 'AI 보안 제품 및 서비스 사업화 지원사업', 'AI 보안 제품 및 서비스 확산 지원사업' 을 통해 지원받고 있는 과제로는 본 프로그램 참여 불가
3) 부채비율 1,000% 이상, 완전자본잠식, 채무불이행, 국세·지방세 체납 등 재무건전성이 현저하게 악화된 경우"
169292,『충남 천안 그린스타트업타운 스케일업 프로그램』 이노스트 챌린지 그라운드 4기 모집 공고,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-05-27 ~ 2024-06-17 23:59,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",충남정보문화산업진흥원,공공기관,스타트업타운사업단,공고 제2024 - 00호,충남 천안 그린스타트업타운 (이하 GST)을 중심으로 역량있는 스타트업을 모집하여 글로벌 유니콘으로 성장할 수 있는 역량 강화 및 투자 네트워크 활성화를 지원하는「INNOST CHANLLENGE GROUND 4기 배치프로그램」의 참여 스타트업을 모집하오니 많은 관심과 참여 바랍니다.,2024년 5월 27일,(재)충남정보문화산업진흥원장,2024.05.27(월) 18:00 ~ 2024.06.17(월) 23:59 까지,,,,https://www.ctia.kr/ ,,"GST 핵심육성 산업분야 (친환경 미래 모빌리티, ICT 융합, ESG, 디지털전환(DX) 등) 업력 7년 이내 창업기업
",
169334,[캠퍼스타운 기업성장센터] CES 2025 서울통합관 참가기업 모집,행사ㆍ네트워크,서울특별시,"대학생, 일반인, 대학",만 20세 이상 ~ 만 39세 이하,2024-05-27 ~ 2024-06-14 23:59,7년미만,씨엔티테크(주),민간,캠퍼스타운 기업성장센터,캠퍼스타운 기업성장센터 2024-005,"캠퍼스타운 기업성장센터에서는 캠퍼스타운 보육·출신 및 대학 창업기업을 대상으로 CES 2025 서울통합관 참가기업 모집합니다.
필요한 기업들의 많은 관심과 참여 부탁 드립니다.",2024년 5월 27일,캠퍼스타운 기업성장센터,2024.05.27(월) 00:00 ~ 2024.06.14(금) 23:59 까지,,,,https://s-upcenter.startup-plus.kr/project/PRJ004752,,캠퍼스타운 출신 기업/ 출신 예정 기업 또는 서울 소재 대학 창업 보육 및 졸업기업 대상으로 창업 7년 이내 대표자 연령이 만 39세 이하인 창업기업,
169309,[팀스파르타] ‘IT 서비스 개발 컨설팅’ 대상 팀 모집 공고,멘토링ㆍ컨설팅ㆍ교육,전국,전체,"만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-05-29 ~ 2024-06-12 23:59,전체,팀스파르타,민간,스파르타빌더스,공고 제 1-2호,"IT 서비스 개발을 앞두고 느끼고 계실 의문과 고민을 해결해 드리기 위해 IT 교육기업 팀스파르타에서 컨설팅을 제공합니다.

아웃소싱을 통해 IT 서비스를 제작하는 팀의 대다수가 다음과 같은 경험을 합니다.

- “외주사가 프로젝트 도중에 망하는 바람에 계약금만 날리고, 서비스는 완성하지도 못했습니다.”
- “출시하고 보니 없어도 되었을 기능을 전부 개발하는 바람에 제작 비용을 많이 썼습니다.”
- “비즈니스 목표와 맞지 않은 서비스 기획으로 인해 비즈니스 임팩트가 부족합니다.”

어떻게 하면 이처럼 난처한 상황을 피하고, 성공적인 IT 비즈니스를 구축할 수 있을까요?

스파르타빌더스는  비즈니스를 전개하는 과정에서 예비 창업자, 초기 창업자, 중소기업, 중견/대기업 등 다양한 규모의 기업과 협업해왔으며, 최근까지 예비/초기 창업자를 대상으로 ‘성공적인 아웃소싱 프로젝트를 위한 PM 교육’을 제공해 왔습니다. 이를 통해 축적된 경험과 노하우를 바탕으로, IT 서비스 개발을 고려하고 계신 팀의 어려움을 아래와 같은 방식으로 해결해 드리고자 합니다.

사전 과제와 교재를 받아보시고, PM과 함께 제작 프로젝트를 구상할 기회인 만큼 많은 관심과 참여 바랍니다.",2024년 5월 29일,팀스파르타,2024.05.29(수) 09:00 ~ 2024.06.12(수) 23:59 까지,,,,https://bit.ly/spartabuilders-consulting,,"신청기간: 2024.05.27(월) 09:00 ~ 2024.06.10(월) 23:59

신청방법: 온라인 접수

신청대상

- IT 서비스 제작 계획이 있는 팀 (웹, 앱, AI, 사내 프로그램 등)
- 4천만 원 이하의 예산으로 핵심적인 기능만 갖춘 서비스를 구축하고자 하는 팀
- IT 서비스를 통해 구상 중이신 비즈니스의 가능성을 검증하고자 하는 팀",
169338,대구 지역 창업 활성화/스타트업 육성을 위한「국내 최대 크라우드펀딩 설명회」모집 공고,창업교육,대구광역시,전체,전체,2024-05-30 ~ 2024-06-10 23:59,전체,와디즈,민간,메이커성장기획팀,,"대구/경상도 지역에 거주하고 계신 예비 창업자 혹은 기창업자를 대상으로 대규모 크라우드펀딩 설명회를 진행합니다.
사업 확장을 꿈꾸고 계시거나 크라우드펀딩을 준비하고 계신 분들이라면 누구나 신청 가능합니다.",2024년 5월 30일,와디즈,2024.05.30(목) 00:00 ~ 2024.06.10(월) 23:59 까지,,,,https://bit.ly/3WZJEM7,,예비 창업자 또는 기창업자 (개인/사업자 모두 가능),
169317,2024 하반기 K-Global 창업멘토링 지원사업 참여 멘티(24기) 모집 공고,멘토링ㆍ컨설팅ㆍ교육,전국,"청소년, 대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-06-10 ~ 2024-06-24 17:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",(재)한국청년기업가정신재단,민간,창업성장팀&#40;K-ICT창업멘토링센터&#41;,과학기술정보통신부 공고 제2024-0598호, ICT 분야 예비창업자와 창업·벤처기업의 창업활동 및 성장을 지원하는 『K-Global 창업멘토링 지원사업』에 참여할 2024년 하반기 멘티를 모집하오니 많은 관심과 지원 바랍니다.,2024년 5월 28일,한국청년기업가정신재단 이사장,2024.06.10(월) 09:00 ~ 2024.06.24(월) 17:00 까지,,,,https://gomentoring.or.kr/contents/apply/apply_info.html?sm=2_10,,"ICT(정보통신기술) 전 분야의 예비창업자 및 창업기업 대표

- 예비창업자: 창업에 대한 명확하고 뚜렷한 의지가 있으며 1년 이내 창업을 목표로 하는 자
- 창업기업: 「중소기업창업 지원법」 상 창업기업의 대표

※ 전담멘티 참여 이력이 있는 경우에도 신청 가능",
169339,스타트업 온라인 판로 개척을 위한 『와디즈 크라우드펀딩 설명회』교육생 모집,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-05-30 ~ 2024-06-13 09:00,전체,와디즈,민간,메이커성장기획팀,,"와디즈 펀딩을 준비 중인 예비 창업자/스타트업을 대상으로 '와디즈 펀딩 기초' 온라인 교육 수강생을 모집합니다.
와디즈 펀딩 준비 방법과 이용 가능한 와디즈 서비스를 중심으로 교육을 진행하오니,
""온라인 판로 개척에 어려움을 겪고 계시는"" 분들은 안내에 따라 신청 바랍니다.

",2024년 5월 30일,와디즈,2024.05.30(목) 00:00 ~ 2024.06.13(목) 09:00 까지,,,,https://bit.ly/3UZ5Ymb,,예비 창업자 또는 기창업자 (개인/사업자 모두 가능),
